,num,summary
0,199.txt,"""In coming to a decision on this case, Chelsea believed the club's social responsibility to its fans, players, employees and other stakeholders in football regarding drugs was more important than the major financial considerations to the company.
""Any player who takes drugs breaches his contract with the club as well as Football Association rules.
""It is a very clear stance by Chelsea and it has given a strong boost to the reputation of the club."" It emerged that Mutu had failed a drugs test on October 18 and, although it was initially reported that the banned substance in question was cocaine."
0,200.txt,"Sir Alex Ferguson has called on the Football Association to punish Arsenal's Thierry Henry for an incident involving Gabriel Heinze.
Ferguson believes Henry deliberately caught Heinze on the head with his knee during United's controversial win.
""There were 24 fouls in the game by Arsenal, seven on Heinze, five on Ronaldo, six by Vieira - and it was only his sixth foul that got him booked."
0,201.txt,"Arsenal boss Arsene Wenger would consider signing Adrian Mutu once the striker has served his drugs ban.
Mutu was sacked by Chelsea on Friday after testing positive for cocaine - a move Wenger has backed.
Chelsea decided to act before his case was heard and sacked the striker on grounds of gross misconduct after it was revealed that he had failed a drug test.
But Mutu has hit out at the club's decision, saying: ""Chelsea have destroyed me."" He told the Sunday Mirror: ""I don't know what I'm going to do."
0,202.txt,"Tottenham manager Jacques Santini has resigned for ""personal reasons"".
Arnesen said the club were sad to see Santini go: ""We are obviously disappointed that Jacques is leaving us."
0,203.txt,Disgraced former Chelsea striker Adrian Mutu is to begin talks with Juventus as he looks for a new club.
0,204.txt,"""We have sanctioned its use from the start of next season but only as long as it is the latest generation of artificial turf and meets a whole series of standards."" Several leading clubs from Scandinavia, Russia and eastern Europe - especially those who only play Champions League or Uefa Cup matches in winter - are now expected to instal artificial pitches."
0,205.txt,"Premiership side Newcastle United face a trip to Ryman Premier League leaders Yeading in the FA Cup third round.
Conference side Exeter City, who knocked out Doncaster on Saturday, will travel to Old Trafford to meet holders Manchester United in January.
Arsenal were drawn at home to Stoke and Chelsea will play host to Scunthorpe.
The only other non-League side in the draw are Hinckley United, who held Brentford to a goalless draw on Sunday.
A number of Premiership teams face difficult away games against Championship sides on the weekend of 8/9 January.
Third-placed Everton visit Plymouth, Liverpool travel to Burnley, Crystal Palace go to Sunderland, Fulham face Carling Cup semi-finalists Watford, Bolton meet Ipswich, while Aston Villa were drawn against Sheffield United.
Premiership strugglers Norwich, Blackburn, West Brom are away at West Ham, Cardiff and Preston North End respectively.
Southampton visit Northampton, having already beaten the League Two side in the Carling Cup earlier this season.
Middlesbrough were drawn away against either Swindon or Notts County, while Spurs entertain Brighton at White Hart Lane."
0,206.txt,"Striker Nicolas Anelka reportedly wants to leave Manchester City in search of Champions League football.
Anelka, 25, is in talks over a contract extension beyond 2007 with City but is believed to fear his career will go stale if he stays at the club."
0,207.txt,"Tottenham sporting director Frank Arnesen has denied that coach Jacques Santini resigned because of a clash of personalities at White Hart Lane.
""When it comes down to personal problems, I don't think we should talk about timing,"" he said.
Tottenham's structure of having a sporting director working alongside a coach is based on a continental model and Arnesen sees no reason why they should change it.
""I think the problems go a lot deeper, between the director of football at White Hart Lane and Santini,"" Stevens told Five Live."
0,208.txt,"Graeme Souness believes Walter Smith would be the perfect choice to succeed Berti Vogts as Scotland manager.
The Scottish Football Association has appointed Tommy Burns as provisional caretaker-boss for the friendly against Sweden on 17 November.
The Scottish Football Association is about to embark on the search for Vogts successor after appointing Tommy Burns in a caretaker capacity.
He was asking me about it and I was positive."" Other candidates for the job include former Scotland midfielders Gordon Strachan and Gary McAllister and Vogts' assistant Tommy Burns."
0,209.txt,"You need a bit of both but it will be as hard for the Arsenal players as it is for the Chelsea boys."" ""We know that we have got the power in our hands just now,"" added Gallas.
""Obviously, nobody at Chelsea wants to come second but you never know what happens in football.
""Another incredible quality that Mourinho has is that every player, even though the fans may consider them to be a stars, within the dressing-room they are absolutely equal."
0,210.txt,"Some 65 years ago Bernardo Gandulla left Boca Juniors in his native Argentina and headed for Brazil.
Another Boca Juniors player is coming to Brazil.
'The new Maradona' - Carlos Tevez - is joining Corinthians for nearly $20m in a strong candidate for the strangest move of the year.
It is particularly strange as - until last week - Tevez was not even an especially big name in Brazil, where the Argentine Championship is not shown.
So now he says that he is heading for Corinthians in search of 'tranquillity.' Anyone acquainted with the city of S&#227;o Paulo will relish the nonsense of this declaration.
Brazil's biggest city is a sprawling, ugly, restless metropolis.
The most turbulent place in this frenetic city is Sport Club Corinthians."
